,bpd,committee_size,extension,latency,minerblocksize
13624,17.0,64.0,syncorazor,5.0,10.0
13625,9.0,64.0,syncorazor,5.0,10.0
13626,66.0,64.0,syncorazor,5.0,10.0
13627,106.0,64.0,syncorazor,5.0,10.0
13628,15.0,64.0,syncorazor,5.0,10.0
13629,51.0,64.0,syncorazor,5.0,10.0
13630,77.0,64.0,syncorazor,5.0,10.0
13631,16.0,64.0,syncorazor,5.0,10.0
13632,16.0,64.0,syncorazor,5.0,10.0
13633,78.0,64.0,syncorazor,5.0,10.0
13634,77.0,64.0,syncorazor,5.0,10.0
13635,14.0,64.0,syncorazor,5.0,10.0
13636,50.0,64.0,syncorazor,5.0,10.0
13637,66.0,64.0,syncorazor,5.0,10.0
13638,106.0,64.0,syncorazor,5.0,10.0
13639,129.0,64.0,syncorazor,5.0,10.0
13640,116.0,64.0,syncorazor,5.0,10.0
13641,80.0,64.0,syncorazor,5.0,10.0
13642,118.0,64.0,syncorazor,5.0,10.0
13643,80.0,64.0,syncorazor,5.0,10.0
13644,121.0,64.0,syncorazor,5.0,10.0
13645,130.0,64.0,syncorazor,5.0,10.0
13646,48.0,64.0,syncorazor,5.0,10.0
13647,55.0,64.0,syncorazor,5.0,10.0
13648,117.0,64.0,syncorazor,5.0,10.0
13649,50.0,64.0,syncorazor,5.0,10.0
13650,78.0,64.0,syncorazor,5.0,10.0
13651,49.0,64.0,syncorazor,5.0,10.0
13652,8.0,64.0,syncorazor,5.0,10.0
13653,54.0,64.0,syncorazor,5.0,10.0
13654,67.0,64.0,syncorazor,5.0,10.0
13655,7.0,64.0,syncorazor,5.0,10.0
13656,50.0,64.0,syncorazor,5.0,10.0
13657,116.0,64.0,syncorazor,5.0,10.0
13658,82.0,64.0,syncorazor,5.0,10.0
13659,76.0,64.0,syncorazor,5.0,10.0
13660,55.0,64.0,syncorazor,5.0,10.0
13661,104.0,64.0,syncorazor,5.0,10.0
13662,129.0,64.0,syncorazor,5.0,10.0
13663,119.0,64.0,syncorazor,5.0,10.0
13664,19.0,64.0,syncorazor,5.0,10.0
13665,52.0,64.0,syncorazor,5.0,10.0
13666,79.0,64.0,syncorazor,5.0,10.0
13667,81.0,64.0,syncorazor,5.0,10.0
13668,130.0,64.0,syncorazor,5.0,10.0
13669,131.0,64.0,syncorazor,5.0,10.0
13670,115.0,64.0,syncorazor,5.0,10.0
13671,53.0,64.0,syncorazor,5.0,10.0
13672,17.0,64.0,syncorazor,5.0,10.0
13673,121.0,64.0,syncorazor,5.0,10.0
13674,15.0,64.0,syncorazor,5.0,10.0
13675,82.0,64.0,syncorazor,5.0,10.0
13676,104.0,64.0,syncorazor,5.0,10.0
13677,83.0,64.0,syncorazor,5.0,10.0
13678,64.0,64.0,syncorazor,5.0,10.0
13679,13.0,64.0,syncorazor,5.0,10.0
13680,66.0,64.0,syncorazor,5.0,10.0
13681,121.0,64.0,syncorazor,5.0,10.0
13682,87.0,64.0,syncorazor,5.0,10.0
13683,50.0,64.0,syncorazor,5.0,10.0
13684,48.0,64.0,syncorazor,5.0,10.0
13685,49.0,64.0,syncorazor,5.0,10.0
13686,116.0,64.0,syncorazor,5.0,10.0
13687,18.0,64.0,syncorazor,5.0,10.0
13688,11.0,64.0,syncorazor,5.0,10.0
13689,68.0,64.0,syncorazor,5.0,10.0
13690,108.0,64.0,syncorazor,5.0,10.0
13691,19.0,64.0,syncorazor,5.0,10.0
13692,50.0,64.0,syncorazor,5.0,10.0
13693,79.0,64.0,syncorazor,5.0,10.0
13694,19.0,64.0,syncorazor,5.0,10.0
13695,20.0,64.0,syncorazor,5.0,10.0
13696,74.0,64.0,syncorazor,5.0,10.0
13697,76.0,64.0,syncorazor,5.0,10.0
13698,17.0,64.0,syncorazor,5.0,10.0
13699,52.0,64.0,syncorazor,5.0,10.0
13700,68.0,64.0,syncorazor,5.0,10.0
13701,109.0,64.0,syncorazor,5.0,10.0
13702,131.0,64.0,syncorazor,5.0,10.0
13703,120.0,64.0,syncorazor,5.0,10.0
13704,82.0,64.0,syncorazor,5.0,10.0
13705,120.0,64.0,syncorazor,5.0,10.0
13706,82.0,64.0,syncorazor,5.0,10.0
13707,117.0,64.0,syncorazor,5.0,10.0
13708,129.0,64.0,syncorazor,5.0,10.0
13709,52.0,64.0,syncorazor,5.0,10.0
13710,54.0,64.0,syncorazor,5.0,10.0
13711,119.0,64.0,syncorazor,5.0,10.0
13712,52.0,64.0,syncorazor,5.0,10.0
13713,81.0,64.0,syncorazor,5.0,10.0
13714,54.0,64.0,syncorazor,5.0,10.0
13715,10.0,64.0,syncorazor,5.0,10.0
13716,56.0,64.0,syncorazor,5.0,10.0
13717,67.0,64.0,syncorazor,5.0,10.0
13718,9.0,64.0,syncorazor,5.0,10.0
13719,53.0,64.0,syncorazor,5.0,10.0
13720,118.0,64.0,syncorazor,5.0,10.0
13721,84.0,64.0,syncorazor,5.0,10.0
13722,79.0,64.0,syncorazor,5.0,10.0
13723,57.0,64.0,syncorazor,5.0,10.0
13724,109.0,64.0,syncorazor,5.0,10.0
13725,128.0,64.0,syncorazor,5.0,10.0
13726,121.0,64.0,syncorazor,5.0,10.0
13727,22.0,64.0,syncorazor,5.0,10.0
13728,47.0,64.0,syncorazor,5.0,10.0
13729,82.0,64.0,syncorazor,5.0,10.0
13730,85.0,64.0,syncorazor,5.0,10.0
13731,129.0,64.0,syncorazor,5.0,10.0
13732,130.0,64.0,syncorazor,5.0,10.0
13733,117.0,64.0,syncorazor,5.0,10.0
13734,56.0,64.0,syncorazor,5.0,10.0
13735,18.0,64.0,syncorazor,5.0,10.0
13736,116.0,64.0,syncorazor,5.0,10.0
13737,17.0,64.0,syncorazor,5.0,10.0
13738,79.0,64.0,syncorazor,5.0,10.0
13739,109.0,64.0,syncorazor,5.0,10.0
13740,81.0,64.0,syncorazor,5.0,10.0
13741,66.0,64.0,syncorazor,5.0,10.0
13742,16.0,64.0,syncorazor,5.0,10.0
13743,66.0,64.0,syncorazor,5.0,10.0
13744,121.0,64.0,syncorazor,5.0,10.0
13745,81.0,64.0,syncorazor,5.0,10.0
13746,50.0,64.0,syncorazor,5.0,10.0
13747,51.0,64.0,syncorazor,5.0,10.0
13748,50.0,64.0,syncorazor,5.0,10.0
13749,117.0,64.0,syncorazor,5.0,10.0
13750,20.0,64.0,syncorazor,5.0,10.0
13751,4.0,64.0,syncorazor,5.0,10.0
13752,63.0,64.0,syncorazor,5.0,10.0
13753,105.0,64.0,syncorazor,5.0,10.0
13754,18.0,64.0,syncorazor,5.0,10.0
13755,51.0,64.0,syncorazor,5.0,10.0
13756,78.0,64.0,syncorazor,5.0,10.0
13757,18.0,64.0,syncorazor,5.0,10.0
13758,18.0,64.0,syncorazor,5.0,10.0
13759,76.0,64.0,syncorazor,5.0,10.0
13760,79.0,64.0,syncorazor,5.0,10.0
13761,16.0,64.0,syncorazor,5.0,10.0
13762,51.0,64.0,syncorazor,5.0,10.0
13763,64.0,64.0,syncorazor,5.0,10.0
13764,108.0,64.0,syncorazor,5.0,10.0
13765,129.0,64.0,syncorazor,5.0,10.0
13766,118.0,64.0,syncorazor,5.0,10.0
13767,81.0,64.0,syncorazor,5.0,10.0
13768,119.0,64.0,syncorazor,5.0,10.0
13769,81.0,64.0,syncorazor,5.0,10.0
13770,118.0,64.0,syncorazor,5.0,10.0
13771,130.0,64.0,syncorazor,5.0,10.0
13772,52.0,64.0,syncorazor,5.0,10.0
13773,55.0,64.0,syncorazor,5.0,10.0
13774,118.0,64.0,syncorazor,5.0,10.0
13775,52.0,64.0,syncorazor,5.0,10.0
13776,80.0,64.0,syncorazor,5.0,10.0
13777,50.0,64.0,syncorazor,5.0,10.0
13778,4.0,64.0,syncorazor,5.0,10.0
13779,55.0,64.0,syncorazor,5.0,10.0
13780,61.0,64.0,syncorazor,5.0,10.0
13781,8.0,64.0,syncorazor,5.0,10.0
13782,49.0,64.0,syncorazor,5.0,10.0
13783,116.0,64.0,syncorazor,5.0,10.0
13784,84.0,64.0,syncorazor,5.0,10.0
13785,77.0,64.0,syncorazor,5.0,10.0
13786,54.0,64.0,syncorazor,5.0,10.0
13787,107.0,64.0,syncorazor,5.0,10.0
13788,130.0,64.0,syncorazor,5.0,10.0
13789,117.0,64.0,syncorazor,5.0,10.0
13790,17.0,64.0,syncorazor,5.0,10.0
13791,53.0,64.0,syncorazor,5.0,10.0
13792,82.0,64.0,syncorazor,5.0,10.0
13793,84.0,64.0,syncorazor,5.0,10.0
13794,130.0,64.0,syncorazor,5.0,10.0
13795,130.0,64.0,syncorazor,5.0,10.0
13796,118.0,64.0,syncorazor,5.0,10.0
13797,55.0,64.0,syncorazor,5.0,10.0
13798,15.0,64.0,syncorazor,5.0,10.0
13799,122.0,64.0,syncorazor,5.0,10.0
13800,14.0,64.0,syncorazor,5.0,10.0
13801,82.0,64.0,syncorazor,5.0,10.0
13802,106.0,64.0,syncorazor,5.0,10.0
13803,84.0,64.0,syncorazor,5.0,10.0
13804,62.0,64.0,syncorazor,5.0,10.0
13805,14.0,64.0,syncorazor,5.0,10.0
13806,62.0,64.0,syncorazor,5.0,10.0
13807,122.0,64.0,syncorazor,5.0,10.0
13808,86.0,64.0,syncorazor,5.0,10.0
13809,52.0,64.0,syncorazor,5.0,10.0
13810,50.0,64.0,syncorazor,5.0,10.0
13811,51.0,64.0,syncorazor,5.0,10.0
13812,118.0,64.0,syncorazor,5.0,10.0
13813,17.0,64.0,syncorazor,5.0,10.0
13814,4.0,64.0,syncorazor,5.0,10.0
13815,66.0,64.0,syncorazor,5.0,10.0
13816,107.0,64.0,syncorazor,5.0,10.0
13817,16.0,64.0,syncorazor,5.0,10.0
13818,51.0,64.0,syncorazor,5.0,10.0
13819,77.0,64.0,syncorazor,5.0,10.0
13820,18.0,64.0,syncorazor,5.0,10.0
13821,17.0,64.0,syncorazor,5.0,10.0
13822,78.0,64.0,syncorazor,5.0,10.0
13823,77.0,64.0,syncorazor,5.0,10.0
13824,14.0,64.0,syncorazor,5.0,10.0
13825,50.0,64.0,syncorazor,5.0,10.0
13826,64.0,64.0,syncorazor,5.0,10.0
13827,108.0,64.0,syncorazor,5.0,10.0
13828,128.0,64.0,syncorazor,5.0,10.0
13829,117.0,64.0,syncorazor,5.0,10.0
13830,82.0,64.0,syncorazor,5.0,10.0
13831,118.0,64.0,syncorazor,5.0,10.0
13832,80.0,64.0,syncorazor,5.0,10.0
13833,118.0,64.0,syncorazor,5.0,10.0
13834,129.0,64.0,syncorazor,5.0,10.0
13835,53.0,64.0,syncorazor,5.0,10.0
13836,54.0,64.0,syncorazor,5.0,10.0
13837,114.0,64.0,syncorazor,5.0,10.0
13838,52.0,64.0,syncorazor,5.0,10.0
13839,81.0,64.0,syncorazor,5.0,10.0
13840,51.0,64.0,syncorazor,5.0,10.0
13841,4.0,64.0,syncorazor,5.0,10.0
13842,55.0,64.0,syncorazor,5.0,10.0
13843,66.0,64.0,syncorazor,5.0,10.0
13844,8.0,64.0,syncorazor,5.0,10.0
13845,49.0,64.0,syncorazor,5.0,10.0
13846,118.0,64.0,syncorazor,5.0,10.0
13847,81.0,64.0,syncorazor,5.0,10.0
13848,76.0,64.0,syncorazor,5.0,10.0
13849,54.0,64.0,syncorazor,5.0,10.0
13850,106.0,64.0,syncorazor,5.0,10.0
13851,128.0,64.0,syncorazor,5.0,10.0
13852,116.0,64.0,syncorazor,5.0,10.0
13853,18.0,64.0,syncorazor,5.0,10.0
13854,51.0,64.0,syncorazor,5.0,10.0
13855,81.0,64.0,syncorazor,5.0,10.0
13856,83.0,64.0,syncorazor,5.0,10.0
13857,128.0,64.0,syncorazor,5.0,10.0
13858,130.0,64.0,syncorazor,5.0,10.0
13859,115.0,64.0,syncorazor,5.0,10.0
13860,55.0,64.0,syncorazor,5.0,10.0
13861,14.0,64.0,syncorazor,5.0,10.0
13862,118.0,64.0,syncorazor,5.0,10.0
13863,13.0,64.0,syncorazor,5.0,10.0
13864,81.0,64.0,syncorazor,5.0,10.0
13865,108.0,64.0,syncorazor,5.0,10.0
13866,83.0,64.0,syncorazor,5.0,10.0
13867,66.0,64.0,syncorazor,5.0,10.0
13868,13.0,64.0,syncorazor,5.0,10.0
13869,63.0,64.0,syncorazor,5.0,10.0
13870,118.0,64.0,syncorazor,5.0,10.0
13871,85.0,64.0,syncorazor,5.0,10.0
13872,51.0,64.0,syncorazor,5.0,10.0
13873,51.0,64.0,syncorazor,5.0,10.0
13874,51.0,64.0,syncorazor,5.0,10.0
13875,117.0,64.0,syncorazor,5.0,10.0
13876,18.0,64.0,syncorazor,5.0,10.0
13877,8.0,64.0,syncorazor,5.0,10.0
13878,66.0,64.0,syncorazor,5.0,10.0
13879,108.0,64.0,syncorazor,5.0,10.0
13880,16.0,64.0,syncorazor,5.0,10.0
13881,53.0,64.0,syncorazor,5.0,10.0
13882,76.0,64.0,syncorazor,5.0,10.0
13883,20.0,64.0,syncorazor,5.0,10.0
13884,19.0,64.0,syncorazor,5.0,10.0
13885,78.0,64.0,syncorazor,5.0,10.0
13886,79.0,64.0,syncorazor,5.0,10.0
13887,14.0,64.0,syncorazor,5.0,10.0
13888,52.0,64.0,syncorazor,5.0,10.0
13889,66.0,64.0,syncorazor,5.0,10.0
13890,107.0,64.0,syncorazor,5.0,10.0
13891,128.0,64.0,syncorazor,5.0,10.0
13892,117.0,64.0,syncorazor,5.0,10.0
13893,81.0,64.0,syncorazor,5.0,10.0
13894,117.0,64.0,syncorazor,5.0,10.0
13895,82.0,64.0,syncorazor,5.0,10.0
13896,119.0,64.0,syncorazor,5.0,10.0
13897,130.0,64.0,syncorazor,5.0,10.0
13898,52.0,64.0,syncorazor,5.0,10.0
13899,57.0,64.0,syncorazor,5.0,10.0
13900,117.0,64.0,syncorazor,5.0,10.0
13901,52.0,64.0,syncorazor,5.0,10.0
13902,84.0,64.0,syncorazor,5.0,10.0
13903,52.0,64.0,syncorazor,5.0,10.0
13904,8.0,64.0,syncorazor,5.0,10.0
13905,55.0,64.0,syncorazor,5.0,10.0
13906,65.0,64.0,syncorazor,5.0,10.0
13907,7.0,64.0,syncorazor,5.0,10.0
13908,52.0,64.0,syncorazor,5.0,10.0
13909,120.0,64.0,syncorazor,5.0,10.0
13910,85.0,64.0,syncorazor,5.0,10.0
13911,75.0,64.0,syncorazor,5.0,10.0
13912,57.0,64.0,syncorazor,5.0,10.0
13913,106.0,64.0,syncorazor,5.0,10.0
13914,129.0,64.0,syncorazor,5.0,10.0
13915,119.0,64.0,syncorazor,5.0,10.0
13916,18.0,64.0,syncorazor,5.0,10.0
13917,52.0,64.0,syncorazor,5.0,10.0
13918,83.0,64.0,syncorazor,5.0,10.0
13919,82.0,64.0,syncorazor,5.0,10.0
13920,131.0,64.0,syncorazor,5.0,10.0
13921,130.0,64.0,syncorazor,5.0,10.0
13922,120.0,64.0,syncorazor,5.0,10.0
13923,55.0,64.0,syncorazor,5.0,10.0
13924,16.0,64.0,syncorazor,5.0,10.0
13925,122.0,64.0,syncorazor,5.0,10.0
13926,15.0,64.0,syncorazor,5.0,10.0
13927,84.0,64.0,syncorazor,5.0,10.0
13928,106.0,64.0,syncorazor,5.0,10.0
13929,86.0,64.0,syncorazor,5.0,10.0
13930,64.0,64.0,syncorazor,5.0,10.0
13931,16.0,64.0,syncorazor,5.0,10.0
13932,65.0,64.0,syncorazor,5.0,10.0
13933,122.0,64.0,syncorazor,5.0,10.0
13934,86.0,64.0,syncorazor,5.0,10.0
13935,53.0,64.0,syncorazor,5.0,10.0
13936,51.0,64.0,syncorazor,5.0,10.0
13937,52.0,64.0,syncorazor,5.0,10.0
13938,118.0,64.0,syncorazor,5.0,10.0
13939,19.0,64.0,syncorazor,5.0,10.0
13940,10.0,64.0,syncorazor,5.0,10.0
13941,66.0,64.0,syncorazor,5.0,10.0
13942,107.0,64.0,syncorazor,5.0,10.0
13943,18.0,64.0,syncorazor,5.0,10.0
13944,50.0,64.0,syncorazor,5.0,10.0
13945,79.0,64.0,syncorazor,5.0,10.0
13946,19.0,64.0,syncorazor,5.0,10.0
13947,19.0,64.0,syncorazor,5.0,10.0
13948,75.0,64.0,syncorazor,5.0,10.0
13949,78.0,64.0,syncorazor,5.0,10.0
13950,15.0,64.0,syncorazor,5.0,10.0
13951,52.0,64.0,syncorazor,5.0,10.0
13952,67.0,64.0,syncorazor,5.0,10.0
13953,105.0,64.0,syncorazor,5.0,10.0
13954,126.0,64.0,syncorazor,5.0,10.0
13955,120.0,64.0,syncorazor,5.0,10.0
13956,79.0,64.0,syncorazor,5.0,10.0
13957,119.0,64.0,syncorazor,5.0,10.0
13958,82.0,64.0,syncorazor,5.0,10.0
13959,118.0,64.0,syncorazor,5.0,10.0
13960,127.0,64.0,syncorazor,5.0,10.0
13961,51.0,64.0,syncorazor,5.0,10.0
13962,55.0,64.0,syncorazor,5.0,10.0
13963,119.0,64.0,syncorazor,5.0,10.0
13964,54.0,64.0,syncorazor,5.0,10.0
13965,81.0,64.0,syncorazor,5.0,10.0
13966,48.0,64.0,syncorazor,5.0,10.0
13967,10.0,64.0,syncorazor,5.0,10.0
13968,56.0,64.0,syncorazor,5.0,10.0
13969,66.0,64.0,syncorazor,5.0,10.0
13970,7.0,64.0,syncorazor,5.0,10.0
13971,49.0,64.0,syncorazor,5.0,10.0
13972,118.0,64.0,syncorazor,5.0,10.0
13973,84.0,64.0,syncorazor,5.0,10.0
13974,77.0,64.0,syncorazor,5.0,10.0
13975,55.0,64.0,syncorazor,5.0,10.0
13976,107.0,64.0,syncorazor,5.0,10.0
13977,129.0,64.0,syncorazor,5.0,10.0
13978,120.0,64.0,syncorazor,5.0,10.0
13979,20.0,64.0,syncorazor,5.0,10.0
13980,51.0,64.0,syncorazor,5.0,10.0
13981,83.0,64.0,syncorazor,5.0,10.0
13982,83.0,64.0,syncorazor,5.0,10.0
13983,128.0,64.0,syncorazor,5.0,10.0
13984,126.0,64.0,syncorazor,5.0,10.0
13985,118.0,64.0,syncorazor,5.0,10.0
13986,56.0,64.0,syncorazor,5.0,10.0
13987,16.0,64.0,syncorazor,5.0,10.0
13988,117.0,64.0,syncorazor,5.0,10.0
13989,16.0,64.0,syncorazor,5.0,10.0
13990,80.0,64.0,syncorazor,5.0,10.0
13991,105.0,64.0,syncorazor,5.0,10.0
13992,82.0,64.0,syncorazor,5.0,10.0
13993,64.0,64.0,syncorazor,5.0,10.0
13994,15.0,64.0,syncorazor,5.0,10.0
13995,66.0,64.0,syncorazor,5.0,10.0
13996,122.0,64.0,syncorazor,5.0,10.0
13997,81.0,64.0,syncorazor,5.0,10.0
13998,50.0,64.0,syncorazor,5.0,10.0
13999,51.0,64.0,syncorazor,5.0,10.0
14000,52.0,64.0,syncorazor,5.0,10.0
14001,117.0,64.0,syncorazor,5.0,10.0
14002,21.0,64.0,syncorazor,5.0,10.0
14003,7.0,64.0,syncorazor,5.0,10.0
14004,66.0,64.0,syncorazor,5.0,10.0
14005,108.0,64.0,syncorazor,5.0,10.0
14006,20.0,64.0,syncorazor,5.0,10.0
14007,53.0,64.0,syncorazor,5.0,10.0
14008,78.0,64.0,syncorazor,5.0,10.0
14009,20.0,64.0,syncorazor,5.0,10.0
14010,18.0,64.0,syncorazor,5.0,10.0
14011,80.0,64.0,syncorazor,5.0,10.0
14012,79.0,64.0,syncorazor,5.0,10.0
14013,16.0,64.0,syncorazor,5.0,10.0
14014,52.0,64.0,syncorazor,5.0,10.0
14015,67.0,64.0,syncorazor,5.0,10.0
14016,107.0,64.0,syncorazor,5.0,10.0
14017,131.0,64.0,syncorazor,5.0,10.0
14018,117.0,64.0,syncorazor,5.0,10.0
14019,83.0,64.0,syncorazor,5.0,10.0
14020,120.0,64.0,syncorazor,5.0,10.0
14021,84.0,64.0,syncorazor,5.0,10.0
14022,119.0,64.0,syncorazor,5.0,10.0
14023,131.0,64.0,syncorazor,5.0,10.0
14024,52.0,64.0,syncorazor,5.0,10.0
14025,56.0,64.0,syncorazor,5.0,10.0
14026,116.0,64.0,syncorazor,5.0,10.0
14027,53.0,64.0,syncorazor,5.0,10.0
14028,83.0,64.0,syncorazor,5.0,10.0
14029,51.0,64.0,syncorazor,5.0,10.0
14030,7.0,64.0,syncorazor,5.0,10.0
14031,57.0,64.0,syncorazor,5.0,10.0
14032,67.0,64.0,syncorazor,5.0,10.0
14033,9.0,64.0,syncorazor,5.0,10.0
14034,51.0,64.0,syncorazor,5.0,10.0
14035,118.0,64.0,syncorazor,5.0,10.0
14036,83.0,64.0,syncorazor,5.0,10.0
14037,78.0,64.0,syncorazor,5.0,10.0
14038,56.0,64.0,syncorazor,5.0,10.0
14039,108.0,64.0,syncorazor,5.0,10.0
14040,131.0,64.0,syncorazor,5.0,10.0
14041,117.0,64.0,syncorazor,5.0,10.0
14042,17.0,64.0,syncorazor,5.0,10.0
14043,54.0,64.0,syncorazor,5.0,10.0
14044,82.0,64.0,syncorazor,5.0,10.0
14045,86.0,64.0,syncorazor,5.0,10.0
14046,130.0,64.0,syncorazor,5.0,10.0
14047,130.0,64.0,syncorazor,5.0,10.0
14048,116.0,64.0,syncorazor,5.0,10.0
14049,58.0,64.0,syncorazor,5.0,10.0
14050,15.0,64.0,syncorazor,5.0,10.0
14051,117.0,64.0,syncorazor,5.0,10.0
14052,16.0,64.0,syncorazor,5.0,10.0
14053,83.0,64.0,syncorazor,5.0,10.0
14054,107.0,64.0,syncorazor,5.0,10.0
14055,85.0,64.0,syncorazor,5.0,10.0
14056,67.0,64.0,syncorazor,5.0,10.0
14057,15.0,64.0,syncorazor,5.0,10.0
14058,67.0,64.0,syncorazor,5.0,10.0
14059,118.0,64.0,syncorazor,5.0,10.0
14060,86.0,64.0,syncorazor,5.0,10.0
14061,52.0,64.0,syncorazor,5.0,10.0
14062,52.0,64.0,syncorazor,5.0,10.0
14063,49.0,64.0,syncorazor,5.0,10.0
14064,114.0,64.0,syncorazor,5.0,10.0
14065,16.0,64.0,syncorazor,5.0,10.0
14066,8.0,64.0,syncorazor,5.0,10.0
14067,63.0,64.0,syncorazor,5.0,10.0
14068,105.0,64.0,syncorazor,5.0,10.0
14069,14.0,64.0,syncorazor,5.0,10.0
14070,51.0,64.0,syncorazor,5.0,10.0
14071,77.0,64.0,syncorazor,5.0,10.0
14072,16.0,64.0,syncorazor,5.0,10.0
14073,19.0,64.0,syncorazor,5.0,10.0
14074,77.0,64.0,syncorazor,5.0,10.0
14075,75.0,64.0,syncorazor,5.0,10.0
14076,13.0,64.0,syncorazor,5.0,10.0
14077,48.0,64.0,syncorazor,5.0,10.0
14078,63.0,64.0,syncorazor,5.0,10.0
14079,107.0,64.0,syncorazor,5.0,10.0
14080,128.0,64.0,syncorazor,5.0,10.0
14081,116.0,64.0,syncorazor,5.0,10.0
14082,81.0,64.0,syncorazor,5.0,10.0
14083,119.0,64.0,syncorazor,5.0,10.0
14084,79.0,64.0,syncorazor,5.0,10.0
14085,120.0,64.0,syncorazor,5.0,10.0
14086,128.0,64.0,syncorazor,5.0,10.0
14087,50.0,64.0,syncorazor,5.0,10.0
14088,55.0,64.0,syncorazor,5.0,10.0
14089,116.0,64.0,syncorazor,5.0,10.0
14090,51.0,64.0,syncorazor,5.0,10.0
14091,81.0,64.0,syncorazor,5.0,10.0
14092,49.0,64.0,syncorazor,5.0,10.0
14093,7.0,64.0,syncorazor,5.0,10.0
14094,53.0,64.0,syncorazor,5.0,10.0
14095,64.0,64.0,syncorazor,5.0,10.0
14096,4.0,64.0,syncorazor,5.0,10.0
14097,48.0,64.0,syncorazor,5.0,10.0
14098,115.0,64.0,syncorazor,5.0,10.0
14099,81.0,64.0,syncorazor,5.0,10.0
14100,75.0,64.0,syncorazor,5.0,10.0
14101,55.0,64.0,syncorazor,5.0,10.0
14102,105.0,64.0,syncorazor,5.0,10.0
14103,126.0,64.0,syncorazor,5.0,10.0
14104,118.0,64.0,syncorazor,5.0,10.0
14105,18.0,64.0,syncorazor,5.0,10.0
14106,52.0,64.0,syncorazor,5.0,10.0
14107,79.0,64.0,syncorazor,5.0,10.0
14108,80.0,64.0,syncorazor,5.0,10.0
14109,129.0,64.0,syncorazor,5.0,10.0
14110,128.0,64.0,syncorazor,5.0,10.0
14111,116.0,64.0,syncorazor,5.0,10.0
14112,55.0,64.0,syncorazor,5.0,10.0
14113,17.0,64.0,syncorazor,5.0,10.0
14114,116.0,64.0,syncorazor,5.0,10.0
14115,14.0,64.0,syncorazor,5.0,10.0
14116,80.0,64.0,syncorazor,5.0,10.0
14117,106.0,64.0,syncorazor,5.0,10.0
14118,82.0,64.0,syncorazor,5.0,10.0
14119,61.0,64.0,syncorazor,5.0,10.0
14120,16.0,64.0,syncorazor,5.0,10.0
14121,63.0,64.0,syncorazor,5.0,10.0
14122,120.0,64.0,syncorazor,5.0,10.0
14123,83.0,64.0,syncorazor,5.0,10.0
14124,49.0,64.0,syncorazor,5.0,10.0
14125,50.0,64.0,syncorazor,5.0,10.0
14126,49.0,64.0,syncorazor,5.0,10.0
14127,117.0,64.0,syncorazor,5.0,10.0
14128,16.0,64.0,syncorazor,5.0,10.0
14129,11.0,64.0,syncorazor,5.0,10.0
14130,65.0,64.0,syncorazor,5.0,10.0
14131,108.0,64.0,syncorazor,5.0,10.0
14132,19.0,64.0,syncorazor,5.0,10.0
14133,51.0,64.0,syncorazor,5.0,10.0
14134,82.0,64.0,syncorazor,5.0,10.0
14135,20.0,64.0,syncorazor,5.0,10.0
14136,20.0,64.0,syncorazor,5.0,10.0
14137,76.0,64.0,syncorazor,5.0,10.0
14138,78.0,64.0,syncorazor,5.0,10.0
14139,15.0,64.0,syncorazor,5.0,10.0
14140,50.0,64.0,syncorazor,5.0,10.0
14141,67.0,64.0,syncorazor,5.0,10.0
14142,110.0,64.0,syncorazor,5.0,10.0
14143,128.0,64.0,syncorazor,5.0,10.0
14144,116.0,64.0,syncorazor,5.0,10.0
14145,80.0,64.0,syncorazor,5.0,10.0
14146,115.0,64.0,syncorazor,5.0,10.0
14147,81.0,64.0,syncorazor,5.0,10.0
14148,118.0,64.0,syncorazor,5.0,10.0
14149,129.0,64.0,syncorazor,5.0,10.0
14150,51.0,64.0,syncorazor,5.0,10.0
14151,56.0,64.0,syncorazor,5.0,10.0
14152,115.0,64.0,syncorazor,5.0,10.0
14153,50.0,64.0,syncorazor,5.0,10.0
14154,82.0,64.0,syncorazor,5.0,10.0
14155,51.0,64.0,syncorazor,5.0,10.0
14156,11.0,64.0,syncorazor,5.0,10.0
14157,57.0,64.0,syncorazor,5.0,10.0
14158,63.0,64.0,syncorazor,5.0,10.0
14159,8.0,64.0,syncorazor,5.0,10.0
14160,52.0,64.0,syncorazor,5.0,10.0
14161,118.0,64.0,syncorazor,5.0,10.0
14162,86.0,64.0,syncorazor,5.0,10.0
14163,78.0,64.0,syncorazor,5.0,10.0
14164,57.0,64.0,syncorazor,5.0,10.0
14165,108.0,64.0,syncorazor,5.0,10.0
14166,126.0,64.0,syncorazor,5.0,10.0
14167,113.0,64.0,syncorazor,5.0,10.0
14168,21.0,64.0,syncorazor,5.0,10.0
14169,52.0,64.0,syncorazor,5.0,10.0
14170,78.0,64.0,syncorazor,5.0,10.0
14171,85.0,64.0,syncorazor,5.0,10.0
14172,130.0,64.0,syncorazor,5.0,10.0
14173,128.0,64.0,syncorazor,5.0,10.0
14174,118.0,64.0,syncorazor,5.0,10.0
14175,57.0,64.0,syncorazor,5.0,10.0
14176,12.0,64.0,syncorazor,5.0,10.0
14177,116.0,64.0,syncorazor,5.0,10.0
14178,14.0,64.0,syncorazor,5.0,10.0
14179,81.0,64.0,syncorazor,5.0,10.0
14180,109.0,64.0,syncorazor,5.0,10.0
14181,84.0,64.0,syncorazor,5.0,10.0
14182,66.0,64.0,syncorazor,5.0,10.0
