,bpd,committee_size,extension,latency,minerblocksize
37768,26.0,128.0,syncorazor,5.0,10.0
37769,60.0,128.0,syncorazor,5.0,10.0
37770,76.0,128.0,syncorazor,5.0,10.0
37771,132.0,128.0,syncorazor,5.0,10.0
37772,81.0,128.0,syncorazor,5.0,10.0
37773,56.0,128.0,syncorazor,5.0,10.0
37774,87.0,128.0,syncorazor,5.0,10.0
37775,111.0,128.0,syncorazor,5.0,10.0
37776,107.0,128.0,syncorazor,5.0,10.0
37777,21.0,128.0,syncorazor,5.0,10.0
37778,59.0,128.0,syncorazor,5.0,10.0
37779,15.0,128.0,syncorazor,5.0,10.0
37780,133.0,128.0,syncorazor,5.0,10.0
37781,121.0,128.0,syncorazor,5.0,10.0
37782,83.0,128.0,syncorazor,5.0,10.0
37783,58.0,128.0,syncorazor,5.0,10.0
37784,54.0,128.0,syncorazor,5.0,10.0
37785,85.0,128.0,syncorazor,5.0,10.0
37786,74.0,128.0,syncorazor,5.0,10.0
37787,86.0,128.0,syncorazor,5.0,10.0
37788,52.0,128.0,syncorazor,5.0,10.0
37789,84.0,128.0,syncorazor,5.0,10.0
37790,71.0,128.0,syncorazor,5.0,10.0
37791,70.0,128.0,syncorazor,5.0,10.0
37792,131.0,128.0,syncorazor,5.0,10.0
37793,56.0,128.0,syncorazor,5.0,10.0
37794,71.0,128.0,syncorazor,5.0,10.0
37795,72.0,128.0,syncorazor,5.0,10.0
37796,110.0,128.0,syncorazor,5.0,10.0
37797,83.0,128.0,syncorazor,5.0,10.0
37798,25.0,128.0,syncorazor,5.0,10.0
37799,79.0,128.0,syncorazor,5.0,10.0
37800,85.0,128.0,syncorazor,5.0,10.0
37801,55.0,128.0,syncorazor,5.0,10.0
37802,23.0,128.0,syncorazor,5.0,10.0
37803,81.0,128.0,syncorazor,5.0,10.0
37804,79.0,128.0,syncorazor,5.0,10.0
37805,121.0,128.0,syncorazor,5.0,10.0
37806,130.0,128.0,syncorazor,5.0,10.0
37807,25.0,128.0,syncorazor,5.0,10.0
37808,60.0,128.0,syncorazor,5.0,10.0
37809,54.0,128.0,syncorazor,5.0,10.0
37810,19.0,128.0,syncorazor,5.0,10.0
37811,132.0,128.0,syncorazor,5.0,10.0
37812,16.0,128.0,syncorazor,5.0,10.0
37813,80.0,128.0,syncorazor,5.0,10.0
37814,20.0,128.0,syncorazor,5.0,10.0
37815,54.0,128.0,syncorazor,5.0,10.0
37816,54.0,128.0,syncorazor,5.0,10.0
37817,25.0,128.0,syncorazor,5.0,10.0
37818,18.0,128.0,syncorazor,5.0,10.0
37819,81.0,128.0,syncorazor,5.0,10.0
37820,61.0,128.0,syncorazor,5.0,10.0
37821,13.0,128.0,syncorazor,5.0,10.0
37822,121.0,128.0,syncorazor,5.0,10.0
37823,120.0,128.0,syncorazor,5.0,10.0
37824,89.0,128.0,syncorazor,5.0,10.0
37825,65.0,128.0,syncorazor,5.0,10.0
37826,15.0,128.0,syncorazor,5.0,10.0
37827,18.0,128.0,syncorazor,5.0,10.0
37828,61.0,128.0,syncorazor,5.0,10.0
37829,120.0,128.0,syncorazor,5.0,10.0
37830,118.0,128.0,syncorazor,5.0,10.0
37831,88.0,128.0,syncorazor,5.0,10.0
37832,85.0,128.0,syncorazor,5.0,10.0
37833,56.0,128.0,syncorazor,5.0,10.0
37834,24.0,128.0,syncorazor,5.0,10.0
37835,17.0,128.0,syncorazor,5.0,10.0
37836,87.0,128.0,syncorazor,5.0,10.0
37837,82.0,128.0,syncorazor,5.0,10.0
37838,52.0,128.0,syncorazor,5.0,10.0
37839,82.0,128.0,syncorazor,5.0,10.0
37840,120.0,128.0,syncorazor,5.0,10.0
37841,63.0,128.0,syncorazor,5.0,10.0
37842,118.0,128.0,syncorazor,5.0,10.0
37843,81.0,128.0,syncorazor,5.0,10.0
37844,10.0,128.0,syncorazor,5.0,10.0
37845,130.0,128.0,syncorazor,5.0,10.0
37846,122.0,128.0,syncorazor,5.0,10.0
37847,55.0,128.0,syncorazor,5.0,10.0
37848,130.0,128.0,syncorazor,5.0,10.0
37849,24.0,128.0,syncorazor,5.0,10.0
37850,23.0,128.0,syncorazor,5.0,10.0
37851,119.0,128.0,syncorazor,5.0,10.0
37852,117.0,128.0,syncorazor,5.0,10.0
37853,86.0,128.0,syncorazor,5.0,10.0
37854,128.0,128.0,syncorazor,5.0,10.0
37855,24.0,128.0,syncorazor,5.0,10.0
37856,55.0,128.0,syncorazor,5.0,10.0
37857,79.0,128.0,syncorazor,5.0,10.0
37858,60.0,128.0,syncorazor,5.0,10.0
37859,110.0,128.0,syncorazor,5.0,10.0
37860,57.0,128.0,syncorazor,5.0,10.0
37861,121.0,128.0,syncorazor,5.0,10.0
37862,120.0,128.0,syncorazor,5.0,10.0
37863,83.0,128.0,syncorazor,5.0,10.0
37864,13.0,128.0,syncorazor,5.0,10.0
37865,51.0,128.0,syncorazor,5.0,10.0
37866,64.0,128.0,syncorazor,5.0,10.0
37867,77.0,128.0,syncorazor,5.0,10.0
37868,55.0,128.0,syncorazor,5.0,10.0
37869,55.0,128.0,syncorazor,5.0,10.0
37870,119.0,128.0,syncorazor,5.0,10.0
37871,112.0,128.0,syncorazor,5.0,10.0
37872,18.0,128.0,syncorazor,5.0,10.0
37873,52.0,128.0,syncorazor,5.0,10.0
37874,133.0,128.0,syncorazor,5.0,10.0
37875,121.0,128.0,syncorazor,5.0,10.0
37876,59.0,128.0,syncorazor,5.0,10.0
37877,53.0,128.0,syncorazor,5.0,10.0
37878,120.0,128.0,syncorazor,5.0,10.0
37879,111.0,128.0,syncorazor,5.0,10.0
37880,60.0,128.0,syncorazor,5.0,10.0
37881,83.0,128.0,syncorazor,5.0,10.0
37882,21.0,128.0,syncorazor,5.0,10.0
37883,15.0,128.0,syncorazor,5.0,10.0
37884,15.0,128.0,syncorazor,5.0,10.0
37885,82.0,128.0,syncorazor,5.0,10.0
37886,55.0,128.0,syncorazor,5.0,10.0
37887,84.0,128.0,syncorazor,5.0,10.0
37888,49.0,128.0,syncorazor,5.0,10.0
37889,119.0,128.0,syncorazor,5.0,10.0
37890,14.0,128.0,syncorazor,5.0,10.0
37891,120.0,128.0,syncorazor,5.0,10.0
37892,107.0,128.0,syncorazor,5.0,10.0
37893,110.0,128.0,syncorazor,5.0,10.0
37894,111.0,128.0,syncorazor,5.0,10.0
37895,23.0,128.0,syncorazor,5.0,10.0
37896,60.0,128.0,syncorazor,5.0,10.0
37897,79.0,128.0,syncorazor,5.0,10.0
37898,130.0,128.0,syncorazor,5.0,10.0
37899,82.0,128.0,syncorazor,5.0,10.0
37900,53.0,128.0,syncorazor,5.0,10.0
37901,85.0,128.0,syncorazor,5.0,10.0
37902,106.0,128.0,syncorazor,5.0,10.0
37903,111.0,128.0,syncorazor,5.0,10.0
37904,19.0,128.0,syncorazor,5.0,10.0
37905,48.0,128.0,syncorazor,5.0,10.0
37906,12.0,128.0,syncorazor,5.0,10.0
37907,128.0,128.0,syncorazor,5.0,10.0
37908,123.0,128.0,syncorazor,5.0,10.0
37909,83.0,128.0,syncorazor,5.0,10.0
37910,60.0,128.0,syncorazor,5.0,10.0
37911,60.0,128.0,syncorazor,5.0,10.0
37912,81.0,128.0,syncorazor,5.0,10.0
37913,64.0,128.0,syncorazor,5.0,10.0
37914,84.0,128.0,syncorazor,5.0,10.0
37915,56.0,128.0,syncorazor,5.0,10.0
37916,81.0,128.0,syncorazor,5.0,10.0
37917,64.0,128.0,syncorazor,5.0,10.0
37918,65.0,128.0,syncorazor,5.0,10.0
37919,129.0,128.0,syncorazor,5.0,10.0
37920,63.0,128.0,syncorazor,5.0,10.0
37921,66.0,128.0,syncorazor,5.0,10.0
37922,63.0,128.0,syncorazor,5.0,10.0
37923,111.0,128.0,syncorazor,5.0,10.0
37924,85.0,128.0,syncorazor,5.0,10.0
37925,24.0,128.0,syncorazor,5.0,10.0
37926,83.0,128.0,syncorazor,5.0,10.0
37927,83.0,128.0,syncorazor,5.0,10.0
37928,54.0,128.0,syncorazor,5.0,10.0
37929,16.0,128.0,syncorazor,5.0,10.0
37930,84.0,128.0,syncorazor,5.0,10.0
37931,83.0,128.0,syncorazor,5.0,10.0
37932,128.0,128.0,syncorazor,5.0,10.0
37933,133.0,128.0,syncorazor,5.0,10.0
37934,19.0,128.0,syncorazor,5.0,10.0
37935,56.0,128.0,syncorazor,5.0,10.0
37936,51.0,128.0,syncorazor,5.0,10.0
37937,22.0,128.0,syncorazor,5.0,10.0
37938,134.0,128.0,syncorazor,5.0,10.0
37939,12.0,128.0,syncorazor,5.0,10.0
37940,90.0,128.0,syncorazor,5.0,10.0
37941,20.0,128.0,syncorazor,5.0,10.0
37942,53.0,128.0,syncorazor,5.0,10.0
37943,53.0,128.0,syncorazor,5.0,10.0
37944,20.0,128.0,syncorazor,5.0,10.0
37945,22.0,128.0,syncorazor,5.0,10.0
37946,82.0,128.0,syncorazor,5.0,10.0
37947,72.0,128.0,syncorazor,5.0,10.0
37948,15.0,128.0,syncorazor,5.0,10.0
37949,128.0,128.0,syncorazor,5.0,10.0
37950,117.0,128.0,syncorazor,5.0,10.0
37951,90.0,128.0,syncorazor,5.0,10.0
37952,71.0,128.0,syncorazor,5.0,10.0
37953,12.0,128.0,syncorazor,5.0,10.0
37954,21.0,128.0,syncorazor,5.0,10.0
37955,56.0,128.0,syncorazor,5.0,10.0
37956,125.0,128.0,syncorazor,5.0,10.0
37957,116.0,128.0,syncorazor,5.0,10.0
37958,88.0,128.0,syncorazor,5.0,10.0
37959,82.0,128.0,syncorazor,5.0,10.0
37960,54.0,128.0,syncorazor,5.0,10.0
37961,16.0,128.0,syncorazor,5.0,10.0
37962,20.0,128.0,syncorazor,5.0,10.0
37963,88.0,128.0,syncorazor,5.0,10.0
37964,83.0,128.0,syncorazor,5.0,10.0
37965,51.0,128.0,syncorazor,5.0,10.0
37966,81.0,128.0,syncorazor,5.0,10.0
37967,114.0,128.0,syncorazor,5.0,10.0
37968,69.0,128.0,syncorazor,5.0,10.0
37969,120.0,128.0,syncorazor,5.0,10.0
37970,80.0,128.0,syncorazor,5.0,10.0
37971,15.0,128.0,syncorazor,5.0,10.0
37972,136.0,128.0,syncorazor,5.0,10.0
37973,117.0,128.0,syncorazor,5.0,10.0
37974,57.0,128.0,syncorazor,5.0,10.0
37975,136.0,128.0,syncorazor,5.0,10.0
37976,17.0,128.0,syncorazor,5.0,10.0
37977,20.0,128.0,syncorazor,5.0,10.0
37978,125.0,128.0,syncorazor,5.0,10.0
37979,126.0,128.0,syncorazor,5.0,10.0
37980,85.0,128.0,syncorazor,5.0,10.0
37981,134.0,128.0,syncorazor,5.0,10.0
37982,21.0,128.0,syncorazor,5.0,10.0
37983,54.0,128.0,syncorazor,5.0,10.0
37984,79.0,128.0,syncorazor,5.0,10.0
37985,57.0,128.0,syncorazor,5.0,10.0
37986,107.0,128.0,syncorazor,5.0,10.0
37987,50.0,128.0,syncorazor,5.0,10.0
37988,118.0,128.0,syncorazor,5.0,10.0
37989,114.0,128.0,syncorazor,5.0,10.0
37990,82.0,128.0,syncorazor,5.0,10.0
37991,17.0,128.0,syncorazor,5.0,10.0
37992,53.0,128.0,syncorazor,5.0,10.0
37993,72.0,128.0,syncorazor,5.0,10.0
37994,79.0,128.0,syncorazor,5.0,10.0
37995,52.0,128.0,syncorazor,5.0,10.0
37996,53.0,128.0,syncorazor,5.0,10.0
37997,118.0,128.0,syncorazor,5.0,10.0
37998,108.0,128.0,syncorazor,5.0,10.0
37999,18.0,128.0,syncorazor,5.0,10.0
38000,54.0,128.0,syncorazor,5.0,10.0
38001,134.0,128.0,syncorazor,5.0,10.0
38002,125.0,128.0,syncorazor,5.0,10.0
38003,57.0,128.0,syncorazor,5.0,10.0
38004,51.0,128.0,syncorazor,5.0,10.0
38005,120.0,128.0,syncorazor,5.0,10.0
38006,108.0,128.0,syncorazor,5.0,10.0
38007,56.0,128.0,syncorazor,5.0,10.0
38008,89.0,128.0,syncorazor,5.0,10.0
38009,17.0,128.0,syncorazor,5.0,10.0
38010,20.0,128.0,syncorazor,5.0,10.0
38011,16.0,128.0,syncorazor,5.0,10.0
38012,81.0,128.0,syncorazor,5.0,10.0
38013,52.0,128.0,syncorazor,5.0,10.0
38014,82.0,128.0,syncorazor,5.0,10.0
38015,52.0,128.0,syncorazor,5.0,10.0
38016,124.0,128.0,syncorazor,5.0,10.0
38017,16.0,128.0,syncorazor,5.0,10.0
38018,121.0,128.0,syncorazor,5.0,10.0
38019,108.0,128.0,syncorazor,5.0,10.0
38020,107.0,128.0,syncorazor,5.0,10.0
38021,109.0,128.0,syncorazor,5.0,10.0
38022,19.0,128.0,syncorazor,5.0,10.0
38023,57.0,128.0,syncorazor,5.0,10.0
38024,79.0,128.0,syncorazor,5.0,10.0
38025,135.0,128.0,syncorazor,5.0,10.0
38026,81.0,128.0,syncorazor,5.0,10.0
38027,53.0,128.0,syncorazor,5.0,10.0
38028,89.0,128.0,syncorazor,5.0,10.0
38029,110.0,128.0,syncorazor,5.0,10.0
38030,108.0,128.0,syncorazor,5.0,10.0
38031,21.0,128.0,syncorazor,5.0,10.0
38032,55.0,128.0,syncorazor,5.0,10.0
38033,14.0,128.0,syncorazor,5.0,10.0
38034,134.0,128.0,syncorazor,5.0,10.0
38035,127.0,128.0,syncorazor,5.0,10.0
38036,79.0,128.0,syncorazor,5.0,10.0
38037,58.0,128.0,syncorazor,5.0,10.0
38038,56.0,128.0,syncorazor,5.0,10.0
38039,84.0,128.0,syncorazor,5.0,10.0
38040,73.0,128.0,syncorazor,5.0,10.0
38041,90.0,128.0,syncorazor,5.0,10.0
38042,53.0,128.0,syncorazor,5.0,10.0
38043,80.0,128.0,syncorazor,5.0,10.0
38044,72.0,128.0,syncorazor,5.0,10.0
38045,73.0,128.0,syncorazor,5.0,10.0
38046,134.0,128.0,syncorazor,5.0,10.0
38047,58.0,128.0,syncorazor,5.0,10.0
38048,67.0,128.0,syncorazor,5.0,10.0
38049,70.0,128.0,syncorazor,5.0,10.0
38050,107.0,128.0,syncorazor,5.0,10.0
38051,90.0,128.0,syncorazor,5.0,10.0
38052,21.0,128.0,syncorazor,5.0,10.0
38053,78.0,128.0,syncorazor,5.0,10.0
38054,82.0,128.0,syncorazor,5.0,10.0
38055,53.0,128.0,syncorazor,5.0,10.0
38056,22.0,128.0,syncorazor,5.0,10.0
38057,80.0,128.0,syncorazor,5.0,10.0
38058,81.0,128.0,syncorazor,5.0,10.0
38059,120.0,128.0,syncorazor,5.0,10.0
38060,129.0,128.0,syncorazor,5.0,10.0
38061,19.0,128.0,syncorazor,5.0,10.0
38062,57.0,128.0,syncorazor,5.0,10.0
38063,52.0,128.0,syncorazor,5.0,10.0
38064,12.0,128.0,syncorazor,5.0,10.0
38065,132.0,128.0,syncorazor,5.0,10.0
38066,11.0,128.0,syncorazor,5.0,10.0
38067,84.0,128.0,syncorazor,5.0,10.0
38068,15.0,128.0,syncorazor,5.0,10.0
38069,51.0,128.0,syncorazor,5.0,10.0
38070,52.0,128.0,syncorazor,5.0,10.0
38071,20.0,128.0,syncorazor,5.0,10.0
38072,16.0,128.0,syncorazor,5.0,10.0
38073,80.0,128.0,syncorazor,5.0,10.0
38074,68.0,128.0,syncorazor,5.0,10.0
38075,7.0,128.0,syncorazor,5.0,10.0
38076,120.0,128.0,syncorazor,5.0,10.0
38077,118.0,128.0,syncorazor,5.0,10.0
38078,86.0,128.0,syncorazor,5.0,10.0
38079,69.0,128.0,syncorazor,5.0,10.0
38080,8.0,128.0,syncorazor,5.0,10.0
38081,16.0,128.0,syncorazor,5.0,10.0
38082,56.0,128.0,syncorazor,5.0,10.0
38083,122.0,128.0,syncorazor,5.0,10.0
38084,120.0,128.0,syncorazor,5.0,10.0
38085,85.0,128.0,syncorazor,5.0,10.0
38086,82.0,128.0,syncorazor,5.0,10.0
38087,54.0,128.0,syncorazor,5.0,10.0
38088,22.0,128.0,syncorazor,5.0,10.0
38089,14.0,128.0,syncorazor,5.0,10.0
38090,86.0,128.0,syncorazor,5.0,10.0
38091,82.0,128.0,syncorazor,5.0,10.0
38092,50.0,128.0,syncorazor,5.0,10.0
38093,80.0,128.0,syncorazor,5.0,10.0
38094,120.0,128.0,syncorazor,5.0,10.0
38095,69.0,128.0,syncorazor,5.0,10.0
38096,119.0,128.0,syncorazor,5.0,10.0
38097,79.0,128.0,syncorazor,5.0,10.0
38098,4.0,128.0,syncorazor,5.0,10.0
38099,132.0,128.0,syncorazor,5.0,10.0
38100,120.0,128.0,syncorazor,5.0,10.0
38101,52.0,128.0,syncorazor,5.0,10.0
38102,130.0,128.0,syncorazor,5.0,10.0
38103,22.0,128.0,syncorazor,5.0,10.0
38104,21.0,128.0,syncorazor,5.0,10.0
38105,119.0,128.0,syncorazor,5.0,10.0
38106,121.0,128.0,syncorazor,5.0,10.0
38107,84.0,128.0,syncorazor,5.0,10.0
38108,131.0,128.0,syncorazor,5.0,10.0
38109,22.0,128.0,syncorazor,5.0,10.0
38110,51.0,128.0,syncorazor,5.0,10.0
38111,80.0,128.0,syncorazor,5.0,10.0
38112,53.0,128.0,syncorazor,5.0,10.0
38113,109.0,128.0,syncorazor,5.0,10.0
38114,53.0,128.0,syncorazor,5.0,10.0
38115,119.0,128.0,syncorazor,5.0,10.0
38116,118.0,128.0,syncorazor,5.0,10.0
38117,79.0,128.0,syncorazor,5.0,10.0
38118,7.0,128.0,syncorazor,5.0,10.0
38119,53.0,128.0,syncorazor,5.0,10.0
38120,67.0,128.0,syncorazor,5.0,10.0
38121,79.0,128.0,syncorazor,5.0,10.0
38122,52.0,128.0,syncorazor,5.0,10.0
38123,52.0,128.0,syncorazor,5.0,10.0
38124,118.0,128.0,syncorazor,5.0,10.0
38125,109.0,128.0,syncorazor,5.0,10.0
38126,15.0,128.0,syncorazor,5.0,10.0
38127,52.0,128.0,syncorazor,5.0,10.0
38128,132.0,128.0,syncorazor,5.0,10.0
38129,119.0,128.0,syncorazor,5.0,10.0
38130,57.0,128.0,syncorazor,5.0,10.0
38131,51.0,128.0,syncorazor,5.0,10.0
38132,119.0,128.0,syncorazor,5.0,10.0
38133,107.0,128.0,syncorazor,5.0,10.0
38134,58.0,128.0,syncorazor,5.0,10.0
38135,85.0,128.0,syncorazor,5.0,10.0
38136,16.0,128.0,syncorazor,5.0,10.0
38137,13.0,128.0,syncorazor,5.0,10.0
38138,10.0,128.0,syncorazor,5.0,10.0
38139,79.0,128.0,syncorazor,5.0,10.0
38140,50.0,128.0,syncorazor,5.0,10.0
38141,79.0,128.0,syncorazor,5.0,10.0
38142,48.0,128.0,syncorazor,5.0,10.0
38143,120.0,128.0,syncorazor,5.0,10.0
38144,9.0,128.0,syncorazor,5.0,10.0
38145,120.0,128.0,syncorazor,5.0,10.0
38146,110.0,128.0,syncorazor,5.0,10.0
38147,110.0,128.0,syncorazor,5.0,10.0
38148,108.0,128.0,syncorazor,5.0,10.0
38149,23.0,128.0,syncorazor,5.0,10.0
38150,56.0,128.0,syncorazor,5.0,10.0
38151,80.0,128.0,syncorazor,5.0,10.0
38152,130.0,128.0,syncorazor,5.0,10.0
38153,81.0,128.0,syncorazor,5.0,10.0
38154,53.0,128.0,syncorazor,5.0,10.0
38155,86.0,128.0,syncorazor,5.0,10.0
38156,109.0,128.0,syncorazor,5.0,10.0
38157,107.0,128.0,syncorazor,5.0,10.0
38158,15.0,128.0,syncorazor,5.0,10.0
38159,53.0,128.0,syncorazor,5.0,10.0
38160,8.0,128.0,syncorazor,5.0,10.0
38161,129.0,128.0,syncorazor,5.0,10.0
38162,121.0,128.0,syncorazor,5.0,10.0
38163,83.0,128.0,syncorazor,5.0,10.0
38164,56.0,128.0,syncorazor,5.0,10.0
38165,55.0,128.0,syncorazor,5.0,10.0
38166,81.0,128.0,syncorazor,5.0,10.0
38167,69.0,128.0,syncorazor,5.0,10.0
38168,86.0,128.0,syncorazor,5.0,10.0
38169,53.0,128.0,syncorazor,5.0,10.0
38170,77.0,128.0,syncorazor,5.0,10.0
38171,64.0,128.0,syncorazor,5.0,10.0
38172,66.0,128.0,syncorazor,5.0,10.0
38173,127.0,128.0,syncorazor,5.0,10.0
38174,57.0,128.0,syncorazor,5.0,10.0
38175,66.0,128.0,syncorazor,5.0,10.0
38176,69.0,128.0,syncorazor,5.0,10.0
38177,108.0,128.0,syncorazor,5.0,10.0
38178,87.0,128.0,syncorazor,5.0,10.0
38179,20.0,128.0,syncorazor,5.0,10.0
38180,78.0,128.0,syncorazor,5.0,10.0
38181,82.0,128.0,syncorazor,5.0,10.0
38182,49.0,128.0,syncorazor,5.0,10.0
38183,16.0,128.0,syncorazor,5.0,10.0
38184,80.0,128.0,syncorazor,5.0,10.0
38185,82.0,128.0,syncorazor,5.0,10.0
38186,120.0,128.0,syncorazor,5.0,10.0
38187,130.0,128.0,syncorazor,5.0,10.0
38188,19.0,128.0,syncorazor,5.0,10.0
38189,57.0,128.0,syncorazor,5.0,10.0
38190,52.0,128.0,syncorazor,5.0,10.0
38191,13.0,128.0,syncorazor,5.0,10.0
38192,131.0,128.0,syncorazor,5.0,10.0
38193,6.0,128.0,syncorazor,5.0,10.0
38194,84.0,128.0,syncorazor,5.0,10.0
38195,17.0,128.0,syncorazor,5.0,10.0
38196,51.0,128.0,syncorazor,5.0,10.0
38197,53.0,128.0,syncorazor,5.0,10.0
38198,20.0,128.0,syncorazor,5.0,10.0
38199,15.0,128.0,syncorazor,5.0,10.0
38200,80.0,128.0,syncorazor,5.0,10.0
38201,68.0,128.0,syncorazor,5.0,10.0
38202,7.0,128.0,syncorazor,5.0,10.0
38203,120.0,128.0,syncorazor,5.0,10.0
38204,120.0,128.0,syncorazor,5.0,10.0
38205,86.0,128.0,syncorazor,5.0,10.0
38206,67.0,128.0,syncorazor,5.0,10.0
38207,7.0,128.0,syncorazor,5.0,10.0
38208,14.0,128.0,syncorazor,5.0,10.0
38209,58.0,128.0,syncorazor,5.0,10.0
38210,123.0,128.0,syncorazor,5.0,10.0
38211,119.0,128.0,syncorazor,5.0,10.0
38212,85.0,128.0,syncorazor,5.0,10.0
38213,81.0,128.0,syncorazor,5.0,10.0
38214,53.0,128.0,syncorazor,5.0,10.0
38215,21.0,128.0,syncorazor,5.0,10.0
38216,15.0,128.0,syncorazor,5.0,10.0
38217,83.0,128.0,syncorazor,5.0,10.0
38218,83.0,128.0,syncorazor,5.0,10.0
38219,51.0,128.0,syncorazor,5.0,10.0
38220,80.0,128.0,syncorazor,5.0,10.0
38221,119.0,128.0,syncorazor,5.0,10.0
38222,67.0,128.0,syncorazor,5.0,10.0
38223,117.0,128.0,syncorazor,5.0,10.0
38224,79.0,128.0,syncorazor,5.0,10.0
38225,4.0,128.0,syncorazor,5.0,10.0
38226,129.0,128.0,syncorazor,5.0,10.0
38227,118.0,128.0,syncorazor,5.0,10.0
38228,51.0,128.0,syncorazor,5.0,10.0
38229,131.0,128.0,syncorazor,5.0,10.0
38230,20.0,128.0,syncorazor,5.0,10.0
38231,21.0,128.0,syncorazor,5.0,10.0
38232,121.0,128.0,syncorazor,5.0,10.0
38233,118.0,128.0,syncorazor,5.0,10.0
38234,84.0,128.0,syncorazor,5.0,10.0
38235,130.0,128.0,syncorazor,5.0,10.0
38236,21.0,128.0,syncorazor,5.0,10.0
38237,51.0,128.0,syncorazor,5.0,10.0
38238,78.0,128.0,syncorazor,5.0,10.0
38239,58.0,128.0,syncorazor,5.0,10.0
38240,107.0,128.0,syncorazor,5.0,10.0
38241,51.0,128.0,syncorazor,5.0,10.0
38242,116.0,128.0,syncorazor,5.0,10.0
38243,118.0,128.0,syncorazor,5.0,10.0
38244,79.0,128.0,syncorazor,5.0,10.0
38245,7.0,128.0,syncorazor,5.0,10.0
38246,54.0,128.0,syncorazor,5.0,10.0
38247,65.0,128.0,syncorazor,5.0,10.0
38248,81.0,128.0,syncorazor,5.0,10.0
38249,53.0,128.0,syncorazor,5.0,10.0
38250,52.0,128.0,syncorazor,5.0,10.0
38251,119.0,128.0,syncorazor,5.0,10.0
38252,106.0,128.0,syncorazor,5.0,10.0
38253,16.0,128.0,syncorazor,5.0,10.0
38254,52.0,128.0,syncorazor,5.0,10.0
38255,132.0,128.0,syncorazor,5.0,10.0
38256,122.0,128.0,syncorazor,5.0,10.0
38257,57.0,128.0,syncorazor,5.0,10.0
38258,52.0,128.0,syncorazor,5.0,10.0
38259,121.0,128.0,syncorazor,5.0,10.0
38260,109.0,128.0,syncorazor,5.0,10.0
38261,56.0,128.0,syncorazor,5.0,10.0
38262,85.0,128.0,syncorazor,5.0,10.0
38263,17.0,128.0,syncorazor,5.0,10.0
38264,14.0,128.0,syncorazor,5.0,10.0
38265,10.0,128.0,syncorazor,5.0,10.0
38266,82.0,128.0,syncorazor,5.0,10.0
38267,51.0,128.0,syncorazor,5.0,10.0
38268,80.0,128.0,syncorazor,5.0,10.0
38269,48.0,128.0,syncorazor,5.0,10.0
38270,119.0,128.0,syncorazor,5.0,10.0
38271,10.0,128.0,syncorazor,5.0,10.0
38272,119.0,128.0,syncorazor,5.0,10.0
38273,109.0,128.0,syncorazor,5.0,10.0
38274,109.0,128.0,syncorazor,5.0,10.0
38275,109.0,128.0,syncorazor,5.0,10.0
38276,19.0,128.0,syncorazor,5.0,10.0
38277,56.0,128.0,syncorazor,5.0,10.0
38278,80.0,128.0,syncorazor,5.0,10.0
38279,130.0,128.0,syncorazor,5.0,10.0
38280,79.0,128.0,syncorazor,5.0,10.0
38281,53.0,128.0,syncorazor,5.0,10.0
38282,85.0,128.0,syncorazor,5.0,10.0
38283,108.0,128.0,syncorazor,5.0,10.0
38284,108.0,128.0,syncorazor,5.0,10.0
38285,15.0,128.0,syncorazor,5.0,10.0
38286,52.0,128.0,syncorazor,5.0,10.0
38287,8.0,128.0,syncorazor,5.0,10.0
38288,131.0,128.0,syncorazor,5.0,10.0
38289,123.0,128.0,syncorazor,5.0,10.0
38290,82.0,128.0,syncorazor,5.0,10.0
38291,57.0,128.0,syncorazor,5.0,10.0
38292,56.0,128.0,syncorazor,5.0,10.0
38293,82.0,128.0,syncorazor,5.0,10.0
38294,65.0,128.0,syncorazor,5.0,10.0
38295,85.0,128.0,syncorazor,5.0,10.0
38296,52.0,128.0,syncorazor,5.0,10.0
38297,77.0,128.0,syncorazor,5.0,10.0
38298,64.0,128.0,syncorazor,5.0,10.0
38299,66.0,128.0,syncorazor,5.0,10.0
38300,129.0,128.0,syncorazor,5.0,10.0
38301,58.0,128.0,syncorazor,5.0,10.0
38302,66.0,128.0,syncorazor,5.0,10.0
38303,68.0,128.0,syncorazor,5.0,10.0
38304,107.0,128.0,syncorazor,5.0,10.0
38305,87.0,128.0,syncorazor,5.0,10.0
38306,19.0,128.0,syncorazor,5.0,10.0
38307,79.0,128.0,syncorazor,5.0,10.0
38308,86.0,128.0,syncorazor,5.0,10.0
38309,57.0,128.0,syncorazor,5.0,10.0
38310,21.0,128.0,syncorazor,5.0,10.0
38311,85.0,128.0,syncorazor,5.0,10.0
38312,86.0,128.0,syncorazor,5.0,10.0
38313,123.0,128.0,syncorazor,5.0,10.0
38314,132.0,128.0,syncorazor,5.0,10.0
38315,25.0,128.0,syncorazor,5.0,10.0
38316,56.0,128.0,syncorazor,5.0,10.0
38317,57.0,128.0,syncorazor,5.0,10.0
38318,18.0,128.0,syncorazor,5.0,10.0
38319,132.0,128.0,syncorazor,5.0,10.0
38320,18.0,128.0,syncorazor,5.0,10.0
38321,80.0,128.0,syncorazor,5.0,10.0
38322,23.0,128.0,syncorazor,5.0,10.0
38323,59.0,128.0,syncorazor,5.0,10.0
38324,56.0,128.0,syncorazor,5.0,10.0
38325,25.0,128.0,syncorazor,5.0,10.0
38326,18.0,128.0,syncorazor,5.0,10.0
